"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"323",457915,"Javy Guerra","323","100.00","0.288","0.125","0.318","0.413","0.332","0.320","0.263","23","80","80.0","17.3","2016","89.0","88.23","19","171","149","-0.8","5.91","110","150","108","148","294","321","298"
"321",516714,"Dario Alvarez","321","100.00","0.292","0.092","0.367","0.385","0.363","0.318","0.215","19","65","82.1","11.1","2486","85.9","85.49","46","122","198","-0.4","6.02","103","147","108","145","291","325","295"
"320",607320,"Ryan Merritt","320","100.00","0.310","0.060","0.333","0.369","0.314","0.329","0.314","26","84","80.4","9.9","1742","82.7","82.10","18","143","176","-0.6","5.90","106","152","111","147","293","312","285"
"317",606983,"Koda Glover","317","100.00","0.267","0.080","0.328","0.347","0.287","0.251","0.214","20","75","81.5","19.3","2350","93.0","92.39","36","155","160","-0.6","6.00","111","147","111","147","292","310","291"
"314",642229,"Daniel Wright","314","100.00","0.284","0.068","0.323","0.351","0.326","0.369","0.307","21","74","81.3","18.0","2286","84.9","83.94","30","129","180","-1.0","5.74","109","150","108","148","297","321","298"
"313",573064,"Vidal Nuno","313","100.00","0.343","0.433","0.340","0.776","0.496","0.372","0.263","23","67","80.8","21.0","2365","85.0","84.06","26","139","166","-0.9","5.67","107","150","118","146","299","323","296"
"313",592279,"Jesen Therrien","313","100.00","0.308","0.244","0.302","0.551","0.397","0.369","0.299","24","78","83.3","13.4","2286","88.7","89.14","35","149","160","0.4","6.44","111","152","109","149","286","311","287"
"309",635903,"Chris Rowley","309","100.00","0.304","0.253","0.313","0.557","0.402","0.340","0.261","24","79","79.5","16.3","2322","85.9","85.54","42","152","157","-0.4","6.14","107","151","112","149","295","323","299"
"308",657681,"Kyle McGrath","308","100.00","0.209","0.119","0.235","0.328","0.263","0.267","0.209","14","67","81.8","20.2","1991","82.0","81.62","34","142","165","-0.4","6.09","108","150","114","148","294","316","299"
"306",607200,"Erick Fedde","306","100.00","0.385","0.262","0.444","0.646","0.461","0.365","0.286","25","65","80.4","6.3","1885","89.3","89.75","20","125","170","0.5","6.57","111","149","112","146","291","312","297"
"305",571473,"Buddy Baumann","305","100.00","0.177","0.226","0.189","0.403","0.306","0.295","0.174","11","62","80.8","22.3","2360","88.4","88.68","48","137","157","0.3","6.39","110","151","113","148","290","313","299"
"304",573244,"Adam Wilk","304","100.00","0.381","0.381","0.367","0.762","0.495","0.446","0.334","24","63","83.2","15.6","2056","85.3","84.62","28","138","163","-0.7","5.97","108","149","113","146","285","306","291"
"304",519344,"Nick Tepesch","304","100.00","0.328","0.343","0.308","0.672","0.457","0.460","0.329","22","67","79.8","14.5","2141","85.9","86.59","19","131","165","0.7","6.63","109","149","115","149","297","328","294"
"302",455009,"Jonathan Broxton","302","100.00","0.371","0.145","0.457","0.516","0.406","0.350","0.284","23","62","78.8","14.8","2148","92.0","92.24","39","152","142","0.2","6.41","112","144","109","145","294","313","291"
"301",447714,"Eric O'Flaherty","301","100.00","0.278","0.278","0.296","0.556","0.380","0.348","0.267","20","72","83.2","9.1","2216","88.3","86.65","39","133","165","-1.7","5.33","110","148","112","149","294","314","286"
"300",650828,"Edgar Santana","300","100.00","0.239","0.179","0.311","0.418","0.343","0.311","0.208","16","67","82.2","8.1","2219","91.7","90.74","45","133","162","-1.0","5.71","109","149","112","147","300","317","297"
"300",621397,"Tyler Olson","300","100.00","0.188","0.029","0.255","0.217","0.225","0.251","0.217","13","69","77.8","11.1","2331","82.1","80.47","32","139","160","-1.6","5.33","108","154","109","149","289","312","296"
"298",542924,"Jeff Beliveau","298","100.00","0.283","0.267","0.317","0.550","0.371","0.329","0.243","17","60","80.7","17.9","2376","86.3","86.01","31","138","157","-0.3","6.16","111","153","116","147","296","318","295"
"294",572308,"Jose Valdez","294","100.00","0.292","0.444","0.271","0.736","0.443","0.411","0.304","21","72","85.8","20.1","2547","91.6","90.48","36","137","154","-1.1","5.59","110","149","114","148","298","315","295"
"292",607231,"John Gant","292","100.00","0.266","0.250","0.260","0.516","0.379","0.311","0.225","17","64","81.5","15.2","2209","88.8","88.56","32","133","155","-0.2","6.27","113","145","112","146","286","312","298"
"284",435043,"Zach Duke","284","100.00","0.197","0.167","0.196","0.364","0.288","0.321","0.244","13","66","80.0","7.3","1980","83.4","82.56","36","128","143","-0.8","5.85","114","145","110","146","288","315","295"
"282",502051,"Josh Ravin","282","100.00","0.197","0.311","0.211","0.508","0.347","0.352","0.226","12","61","82.4","18.2","2471","92.4","90.97","42","135","142","-1.4","5.54","113","151","110","147","295","321","295"
"279",605441,"Yacksel Rios","279","100.00","0.238","0.254","0.262","0.492","0.351","0.314","0.223","15","63","79.5","19.6","1967","91.0","90.63","32","136","141","-0.4","6.22","111","151","112","148","287","312","287"
"274",608601,"Luis Santos","274","100.00","0.234","0.266","0.250","0.500","0.330","0.297","0.217","15","64","83.0","20.4","2315","88.3","88.58","39","131","142","0.3","6.41","111","151","111","149","294","324","297"
"269",458690,"Chris Volstad","269","100.00","0.232","0.203","0.214","0.435","0.312","0.335","0.254","16","69","82.1","6.1","2157","88.9","87.56","11","114","154","-1.3","5.60","113","152","116","149","293","299","286"
"269",592869,"Tyler Wilson","269","100.00","0.344","0.219","0.358","0.563","0.405","0.395","0.327","22","64","84.5","12.5","2263","88.2","88.62","23","122","141","0.4","6.56","105","153","115","147","295","323","297"
"268",594867,"Myles Jaye","268","100.00","0.321","0.214","0.308","0.536","0.417","0.403","0.318","18","56","81.4","9.5","2196","86.1","85.44","11","113","152","-0.7","5.83","109","149","115","144","294","328","301"
"268",500765,"Dayan Diaz","268","100.00","0.315","0.278","0.452","0.593","0.405","0.332","0.270","17","54","84.0","19.8","2289","91.3","91.39","38","124","143","0.1","6.30","108","149","117","149","291","310","286"
"267",545348,"Austin Maddox","267","100.00","0.200","0.062","0.240","0.262","0.217","0.248","0.203","13","65","81.2","28.3","2326","91.6","90.53","40","150","115","-1.1","5.81","110","151","116","146","284","328","291"
"265",506693,"Henderson Alvarez","265","100.00","0.250","0.196","0.250","0.446","0.362","0.434","0.308","14","56","81.4","13.6","1775","88.5","88.03","14","109","151","-0.5","6.00","111","149","107","148","286","314","282"
"263",502009,"Mat Latos","263","100.00","0.311","0.344","0.304","0.656","0.443","0.370","0.268","19","61","84.1","17.8","1944","88.5","88.15","32","121","140","-0.3","6.03","110","152","111","148","306","326","296"
"263",456379,"Al Alburquerque","263","100.00","0.159","0.032","0.204","0.190","0.215","0.260","0.198","10","63","80.5","13.4","2346","90.4","89.80","35","120","143","-0.6","5.82","116","150","114","145","292","313","296"
"262",643329,"Brad Goldberg","262","100.00","0.304","0.217","0.293","0.522","0.442","0.422","0.297","14","46","79.9","16.1","2164","93.4","93.44","22","112","148","0.0","6.25","115","153","120","146","293","308","293"
"253",593334,"Domingo German","253","100.00","0.216","0.118","0.303","0.333","0.296","0.248","0.159","11","51","75.6","13.1","2543","90.5","89.95","32","110","141","-0.5","5.96","109","149","113","142","294","321","286"
"252",430589,"Chad Qualls","252","100.00","0.258","0.212","0.269","0.470","0.331","0.323","0.250","17","66","84.3","2.1","2094","89.4","88.99","26","121","128","-0.4","6.05","114","154","115","147","297","321","297"
"249",552640,"Andrew Kittredge","249","100.00","0.220","0.153","0.256","0.373","0.290","0.278","0.214","13","59","79.7","9.5","2517","87.1","87.03","32","112","132","-0.1","6.24","115","150","116","144","298","324","296"
"248",621345,"A.J. Minter","248","100.00","0.224","0.121","0.387","0.345","0.260","0.223","0.187","13","58","79.8","21.8","2458","93.1","92.52","48","133","113","-0.6","5.88","104","147","107","150","295","307","280"
"247",642239,"Rob Zastryzny","247","100.00","0.352","0.185","0.415","0.537","0.424","0.355","0.276","19","54","80.9","17.6","2174","86.5","87.04","22","104","142","0.5","6.50","110","152","110","149","294","314","292"
"246",592233,"Stefan Crichton","246","100.00","0.456","0.211","0.500","0.667","0.492","0.451","0.380","26","57","88.0","18.7","2351","90.5","89.25","12","101","145","-1.2","5.85","109","154","119","147","302","324","297"
"246",608652,"Luke Farrell","246","100.00","0.235","0.157","0.250","0.392","0.339","0.318","0.212","12","51","78.5","23.7","2243","87.2","86.65","27","114","132","-0.6","5.97","117","151","114","147","302","311","291"
"245",518927,"Tommy Layne","245","100.00","0.296","0.148","0.341","0.444","0.374","0.368","0.294","16","54","84.5","12.3","2132","84.1","81.26","17","100","144","-2.8","4.68","107","150","112","145","295","324","286"
"244",594943,"Zach Neal","244","100.00","0.302","0.333","0.286","0.635","0.391","0.385","0.312","19","63","81.8","16.5","2129","87.6","87.58","27","126","118","0.0","6.32","112","152","116","150","292","323","297"
"242",600965,"Ricardo Rodriguez","242","100.00","0.315","0.222","0.341","0.537","0.386","0.311","0.242","17","54","79.4","21.0","2166","91.9","91.88","19","125","116","0.0","6.23","108","149","111","147","296","320","294"
"241",605232,"Brandon Finnegan","241","100.00","0.196","0.109","0.276","0.304","0.322","0.304","0.171","9","46","83.0","16.6","2073","90.2","89.58","31","94","147","-0.6","5.96","112","146","108","144","294","301","272"
"237",593969,"Jayson Aquino","237","100.00","0.268","0.286","0.282","0.554","0.379","0.308","0.204","15","56","83.2","16.0","2156","85.4","82.92","27","101","133","-2.5","4.87","106","154","117","148","302","321","295"
"234",594772,"Jake Buchanan","234","100.00","0.375","0.125","0.383","0.500","0.408","0.376","0.315","24","64","83.1","8.3","1912","85.5","85.91","13","112","111","0.4","6.40","117","150","110","149","289","313","286"
"234",595465,"Dan Winkler","234","100.00","0.152","0.109","0.222","0.261","0.232","0.252","0.181","7","46","74.5","21.6","2413","90.3","90.02","29","114","120","-0.3","6.02","106","150","112","150","298","313","287"
"231",642083,"Aaron Slegers","231","100.00","0.211","0.193","0.200","0.404","0.302","0.384","0.284","12","57","83.1","20.4","1954","88.2","89.51","22","113","118","1.3","7.19","110","149","113","149","297","318","290"
"227",455374,"Antonio Bastardo","227","100.00","0.372","0.419","0.367","0.791","0.524","0.470","0.319","16","43","81.9","28.0","2272","87.7","87.19","19","97","130","-0.5","6.02","110","150","115","149","303","314","292"
"226",599998,"Leonel Campos","226","100.00","0.216","0.216","0.265","0.431","0.336","0.311","0.215","11","51","84.0","24.2","1980","89.0","87.99","47","115","110","-1.0","5.65","111","152","113","148","296","320","295"
"218",595411,"Ryan Sherriff","218","100.00","0.236","0.145","0.289","0.382","0.302","0.263","0.206","13","55","79.4","9.1","2103","89.3","88.33","25","112","105","-1.0","5.79","112","148","115","146","289","314","299"
"218",572044,"Brooks Pounders","218","100.00","0.362","0.362","0.419","0.723","0.475","0.372","0.296","17","47","83.0","27.4","2347","89.4","89.59","30","110","103","0.2","6.34","109","150","108","147","295","324","299"
"216",502272,"Casey Fien","216","100.00","0.418","0.364","0.450","0.782","0.519","0.418","0.325","23","55","82.7","14.9","2502","89.4","88.70","30","113","94","-0.7","5.94","108","152","109","150","286","310","293"
"215",570702,"Carlos Ramirez","215","100.00","0.111","0.204","0.081","0.315","0.210","0.265","0.194","6","54","83.1","28.7","2190","87.7","88.06","33","108","106","0.4","6.48","112","153","115","148","297","325","295"
"214",598287,"Noe Ramirez","214","100.00","0.136","0.159","0.143","0.295","0.234","0.294","0.185","6","44","76.4","14.3","2259","84.5","83.65","34","106","108","-0.8","5.77","110","148","113","146","301","321","291"
"210",592547,"Deck McGuire","210","100.00","0.189","0.094","0.220","0.283","0.230","0.290","0.226","10","53","81.6","24.4","2311","89.0","88.08","21","94","115","-0.9","5.87","118","151","113","149","307","310","290"
"208",605795,"Angel Sanchez","208","100.00","0.308","0.346","0.289","0.654","0.401","0.352","0.285","16","52","83.1","16.2","2220","91.9","92.15","28","107","101","0.2","6.41","112","151","116","149","296","315","295"
"207",518858,"Nate Jones","207","100.00","0.220","0.122","0.320","0.341","0.302","0.317","0.218","9","41","83.9","16.1","2360","92.8","91.55","26","90","112","-1.2","5.65","107","149","103","146","288","311","294"
"196",621111,"Walker Buehler","196","100.00","0.306","0.194","0.409","0.500","0.410","0.339","0.230","11","36","81.3","9.0","2535","94.4","94.22","22","84","108","-0.2","6.15","109","147","108","146","299","323","297"
"195",594815,"Jeff Ferrell","195","100.00","0.395","0.209","0.417","0.605","0.450","0.402","0.343","17","43","83.9","17.1","1956","89.0","89.45","25","97","94","0.5","6.49","108","149","117","143","299","329","294"
"193",434442,"J.P. Howell","193","100.00","0.289","0.267","0.297","0.556","0.402","0.373","0.277","13","45","82.3","1.4","1961","82.8","81.04","14","69","124","-1.8","5.24","107","148","114","144","292","318","294"
"192",605169,"Carter Capps","192","100.00","0.261","0.152","0.263","0.413","0.301","0.310","0.273","12","46","82.5","16.0","2312","87.8","89.84","17","83","109","2.0","7.61","109","149","116","145","288","310","296"
"192",518617,"Jake Diekman","192","100.00","0.121","0.091","0.143","0.212","0.260","0.317","0.173","4","33","80.5","11.7","2299","90.8","90.29","23","77","111","-0.5","6.07","102","148","109","146","294","321","293"
"192",592499,"Artie Lewicki","192","100.00","0.396","0.083","0.439","0.479","0.411","0.367","0.297","19","48","83.3","19.5","2152","88.2","87.72","16","97","95","-0.5","5.94","107","150","120","148","294","330","296"
"191",622795,"Yohander Mendez","191","100.00","0.271","0.271","0.263","0.542","0.369","0.369","0.281","13","48","81.7","19.9","2050","88.9","88.59","19","96","94","-0.3","6.06","109","151","113","146","293","320","293"
"188",543508,"Cory Mazzoni","188","100.00","0.415","0.390","0.375","0.805","0.536","0.470","0.370","17","41","84.5","14.4","2263","90.0","89.52","16","78","109","-0.5","5.85","111","148","121","149","300","317","301"
"186",458676,"Josh Lindblom","186","100.00","0.375","0.063","0.474","0.438","0.379","0.282","0.250","18","48","82.5","21.5","2254","87.1","86.02","21","105","81","-1.1","5.66","110","149","118","149","300","320","304"
"185",642008,"Jacob Rhame","185","100.00","0.333","0.306","0.357","0.639","0.437","0.384","0.293","12","36","80.4","22.1","2270","91.3","90.13","22","89","95","-1.2","5.77","114","151","113","147","282","306","284"
"181",621294,"Ben Heller","181","100.00","0.139","0.056","0.179","0.194","0.219","0.280","0.202","5","36","83.3","18.7","2182","89.3","89.02","31","80","101","-0.3","6.21","113","153","119","145","295","321","294"
"177",592422,"Jason Hursh","177","100.00","0.317","0.122","0.353","0.439","0.362","0.333","0.281","13","41","85.5","7.1","2094","91.6","90.76","18","78","93","-0.8","5.80","112","150","113","149","296","317","287"
"176",629496,"Chih-Wei Hu","176","100.00","0.143","0.200","0.120","0.343","0.246","0.317","0.206","5","35","83.4","18.9","2213","91.5","89.46","25","84","92","-2.0","5.21","114","153","114","144","297","329","292"
"172",545346,"Zach Lee","172","100.00","0.250","0.156","0.269","0.406","0.356","0.346","0.214","8","32","81.5","23.3","2235","87.9","87.44","14","70","102","-0.5","5.90","103","153","118","148","310","328","304"
"172",644364,"Victor Arano","172","100.00","0.158","0.079","0.240","0.237","0.220","0.228","0.169","6","38","77.5","17.1","2355","88.0","87.65","35","84","87","-0.3","6.06","109","151","110","149","292","320","280"
"167",543726,"Robbie Ross Jr.","167","100.00","0.324","0.081","0.429","0.405","0.388","0.383","0.306","12","37","82.3","20.4","2229","86.8","85.85","22","70","90","-1.0","5.78","108","145","113","144","274","317","291"
"166",643320,"Nick Gardewine","166","100.00","0.303","0.121","0.310","0.424","0.384","0.423","0.350","10","33","77.5","14.8","2343","93.1","92.55","22","87","79","-0.6","5.99","110","148","113","148","296","318","293"
"165",595307,"Seth Maness","165","100.00","0.381","0.238","0.361","0.619","0.432","0.410","0.346","16","42","90.7","7.6","1831","85.3","84.46","9","74","91","-0.8","5.60","115","157","114","147","306","325","307"
"165",641850,"Kevin McGowan","165","100.00","0.235","0.235","0.250","0.471","0.358","0.246","0.137","8","34","79.6","23.7","2098","87.1","86.87","29","78","87","-0.2","6.22","113","150","113","148","285","305","292"
"165",595928,"John Curtiss","165","100.00","0.257","0.229","0.304","0.486","0.345","0.284","0.209","9","35","80.7","26.5","2321","92.5","91.89","22","81","83","-0.6","6.11","110","146","119","145","297","320","293"
"164",475054,"Chaz Roe","164","100.00","0.184","0.105","0.250","0.289","0.272","0.273","0.203","7","38","81.8","13.7","2597","86.7","85.70","23","70","93","-1.0","5.95","114","150","113","145","293","319","289"
"164",643617,"Zac Reininger","164","100.00","0.372","0.256","0.361","0.628","0.436","0.339","0.282","16","43","82.6","13.9","2352","90.7","90.52","6","73","91","-0.2","6.15","107","148","113","147","293","321","293"
"161",548337,"Logan Verrett","161","100.00","0.275","0.275","0.286","0.550","0.370","0.363","0.273","11","40","78.8","9.3","2145","87.7","87.38","23","77","75","-0.3","6.12","101","149","113","146","302","323","292"
"156",642073,"Jimmie Sherfy","156","100.00","0.143","0.086","0.192","0.229","0.188","0.170","0.130","5","35","80.1","23.2","2424","85.4","84.55","12","56","100","-0.8","5.72","113","151","112","146","302","326","299"
"156",592872,"Alex Wimmers","156","100.00","0.267","0.200","0.286","0.467","0.395","0.312","0.198","8","30","85.9","25.2","2048","87.4","87.39","17","66","89","0.0","6.34","104","147","116","146","286","309","291"
"156",452718,"Kyle Kendrick","156","100.00","0.429","0.167","0.447","0.595","0.462","0.349","0.296","18","42","85.0","13.1","2190","89.0","87.18","12","70","86","-1.8","5.32","110","152","115","148","285","318","289"
"155",645261,"Sandy Alcantara","155","100.00","0.273","0.212","0.333","0.485","0.381","0.398","0.302","9","33","82.3","13.3","2312","94.5","93.61","26","71","84","-0.9","5.77","111","148","112","146","292","314","299"
"151",643778,"Tyler Webb","151","100.00","0.290","0.226","0.333","0.516","0.393","0.363","0.289","9","31","79.2","15.5","2142","87.9","88.41","15","69","81","0.5","6.51","108","149","109","145","300","313","283"
"149",602928,"Felix Jorge","149","100.00","0.412","0.471","0.385","0.882","0.550","0.443","0.340","14","34","84.6","12.9","1996","88.2","86.73","14","72","77","-1.5","5.51","108","147","111","147","293","318","294"
"148",592120,"Barrett Astin","148","100.00","0.290","0.290","0.250","0.581","0.430","0.432","0.273","9","31","81.4","10.0","2032","90.0","89.02","8","65","81","-1.0","5.87","115","148","111","147","292","302","273"
"147",518468,"Michael Blazek","147","100.00","0.343","0.543","0.273","0.886","0.499","0.418","0.302","12","35","82.8","20.6","2303","89.1","88.95","18","71","75","-0.2","6.18","111","160","120","151","302","315","291"
"147",487675,"Edward Paredes","147","100.00","0.258","0.097","0.368","0.355","0.268","0.253","0.237","8","31","82.3","21.4","2150","83.0","81.76","27","75","72","-1.2","5.53","109","151","107","145","289","321","300"
"147",594580,"Sam Moll","147","100.00","0.406","0.313","0.478","0.719","0.497","0.345","0.259","13","32","80.8","17.6","2429","87.1","84.54","14","63","84","-2.6","4.72","111","148","115","149","290","320","299"
"144",453329,"Clay Buchholz","144","100.00","0.457","0.229","0.484","0.686","0.484","0.350","0.301","16","35","80.0","21.2","2191","84.4","84.22","10","71","73","-0.2","6.35","105","150","108","148","290","315","287"
"143",592473,"Adam Kolarek","143","100.00","0.290","0.258","0.280","0.548","0.415","0.347","0.234","9","31","79.4","5.1","2173","86.5","85.77","10","61","69","-0.7","6.06","111","148","112","142","298","317","291"
"142",592833,"Bobby Wahl","142","100.00","0.258","0.097","0.348","0.355","0.326","0.384","0.275","8","31","83.0","31.7","2181","93.3","94.14","16","69","72","0.8","6.80","110","151","113","145","292","329","295"
"138",518790,"Chris Heston","138","100.00","0.455","0.364","0.444","0.818","0.562","0.463","0.354","15","33","84.4","13.3","2090","83.6","83.27","6","51","87","-0.3","6.14","108","149","112","150","290","314","293"
"138",658792,"Aaron Wilkerson","138","100.00","0.167","0.194","0.179","0.361","0.232","0.231","0.187","6","36","79.9","16.8","2256","85.2","85.53","14","59","78","0.3","6.53","108","153","112","147","302","311","289"
"135",657205,"Zac Curtis","135","100.00","0.200","0.167","0.217","0.367","0.297","0.304","0.212","6","30","82.8","13.2","1997","88.8","87.62","17","66","67","-1.2","5.65","106","149","108","146","290","317","286"
"134",622505,"Victor Alcantara","134","100.00","0.375","0.125","0.407","0.500","0.422","0.363","0.279","12","32","79.7","9.9","2036","90.8","89.92","17","73","59","-0.9","5.91","109","148","113","145","291","323","293"
"134",543532,"Tim Melville","134","100.00","0.304","0.217","0.400","0.522","0.433","0.330","0.202","7","23","78.6","18.3","2212","90.8","90.79","11","65","68","0.0","6.26","110","149","117","145","296","316","293"
"133",571670,"Dylan Floro","133","100.00","0.357","0.214","0.382","0.571","0.419","0.342","0.297","15","42","81.8","11.5","2193","89.7","89.44","13","63","69","-0.3","6.09","119","153","113","152","305","321","299"
"132",457117,"Ernesto Frieri","132","100.00","0.250","0.042","0.316","0.292","0.321","0.322","0.217","6","24","83.2","27.6","2369","89.7","89.92","8","51","72","0.2","6.39","104","150","109","146","299","326","298"
"131",613534,"Austin Adams","131","100.00","0.211","0.053","0.400","0.263","0.353","0.317","0.163","4","19","70.4","11.1","2491","91.9","91.28","19","47","83","-0.6","5.89","109","147","118","146","295","307","288"
"131",449173,"Lucas Harrell","131","100.00","0.345","0.138","0.409","0.483","0.402","0.359","0.292","10","29","81.5","11.3","2202","89.8","89.65","9","49","82","-0.1","6.27","108","148","117","143","304","323","289"
"131",519267,"Evan Scribner","131","100.00","0.394","0.364","0.417","0.758","0.472","0.503","0.418","13","33","85.9","16.1","2313","83.6","83.14","14","68","63","-0.5","6.23","108","153","112","146","289","313","290"
"130",605240,"Jace Fry","130","100.00","0.387","0.226","0.407","0.613","0.467","0.496","0.409","12","31","82.9","10.4","2294","89.6","88.20","15","57","72","-1.4","5.54","110","151","120","147","286","301","286"
"129",591701,"Alejandro Chacin","129","100.00","0.393","0.286","0.450","0.679","0.488","0.364","0.294","11","28","79.1","23.1","2040","84.1","84.39","10","53","76","0.3","6.50","116","150","114","147","302","307","285"
"129",623434,"Mike Hauschild","129","100.00","0.389","0.472","0.375","0.861","0.536","0.464","0.350","14","36","81.6","10.1","2105","88.3","87.53","14","54","74","-0.8","5.91","106","147","112","145","297","330","296"
"128",605359,"Evan Marshall","128","100.00","0.364","0.182","0.393","0.545","0.433","0.328","0.252","12","33","83.3","20.1","2215","91.3","90.07","10","66","58","-1.2","5.64","107","150","111","146","286","309","293"
"128",592570,"Akeel Morris","128","100.00","0.214","0.107","0.316","0.321","0.289","0.275","0.187","6","28","82.7","24.8","1905","86.9","86.95","19","59","69","0.0","6.27","111","147","115","150","300","314","290"
"126",594986,"Kyle Ryan","126","100.00","0.429","0.048","0.429","0.476","0.460","0.438","0.374","9","21","83.1","16.2","2077","88.7","87.49","10","49","73","-1.2","5.87","104","144","105","143","294","327","291"
"126",523989,"Rubby De La Rosa","126","100.00","0.233","0.300","0.313","0.533","0.363","0.322","0.216","7","30","83.7","19.8","2320","91.1","90.66","26","66","59","-0.4","5.94","110","153","116","147","305","323","304"
"125",573127,"Zac Rosscup","125","100.00","0.290","0.226","0.368","0.516","0.333","0.252","0.232","9","31","84.1","21.4","2259","89.7","90.13","21","58","67","0.4","6.56","114","155","119","148","294","315","299"
"125",607951,"Jairo Labourt","125","100.00","0.200","0.050","0.235","0.250","0.316","0.299","0.158","4","20","78.4","11.8","2173","87.1","86.18","9","45","76","-0.9","5.70","112","148","112","144","291","321","288"
"124",593144,"Richard Rodriguez","124","100.00","0.444","0.556","0.400","1.000","0.615","0.512","0.342","12","27","86.4","17.9","2343","89.3","89.01","8","49","70","-0.3","6.27","107","153","119","145","304","324","292"
"123",450282,"Glen Perkins","123","100.00","0.320","0.200","0.333","0.520","0.428","0.435","0.286","8","25","81.4","18.5","2205","87.2","87.22","10","60","60","0.0","6.32","112","145","116","143","291","317","288"
"120",623406,"Shae Simmons","120","100.00","0.167","0.167","0.176","0.333","0.262","0.359","0.254","4","24","84.3","20.2","2385","91.0","89.96","12","42","77","-1.0","5.70","107","149","112","145","291","314","297"
"119",572998,"Josh Lucas","119","100.00","0.259","0.296","0.278","0.556","0.397","0.391","0.283","7","27","81.7","3.8","2376","88.2","86.92","18","55","61","-1.3","5.48","116","146","113","145","288","312","298"
"119",607162,"Onelki Garcia","119","100.00","0.444","0.370","0.435","0.815","0.559","0.408","0.299","12","27","87.5","4.3","2051","89.7","88.64","9","46","72","-1.1","5.60","111","149","113","139","295","313","292"
"119",545064,"Jairo Diaz","119","100.00","0.500","0.167","0.545","0.667","0.547","0.361","0.280","12","24","80.0","9.8","2193","94.5","93.14","6","50","68","-1.4","5.40","113","148","116","143","302","323","300"
"114",605476,"Carson Smith","114","100.00","0.280","0.000","0.389","0.280","0.285","0.281","0.248","7","25","81.2","9.9","2544","88.4","87.62","11","46","68","-0.8","5.76","103","151","116","146","280","326","287"
"114",606625,"Reyes Moronta","114","100.00","0.231","0.115","0.357","0.346","0.297","0.239","0.171","6","26","75.9","12.2","2438","89.6","89.52","18","50","60","-0.1","6.08","110","148","113","148","298","319","297"
"112",547007,"Rob Whalen","112","100.00","0.259","0.111","0.250","0.370","0.329","0.442","0.349","7","27","86.0","23.3","2355","85.4","84.93","5","49","61","-0.5","5.94","112","156","113","149","275","315","292"
"111",542914,"Anthony Bass","111","100.00","0.467","0.233","0.448","0.700","0.487","0.389","0.392","14","30","84.8","19.9","1851","89.4","89.23","9","55","56","-0.2","6.23","108","145","118","147","293","331","298"
"110",455376,"Arcenio Leon","110","100.00","0.292","0.083","0.304","0.375","0.361","0.341","0.259","7","24","85.7","13.6","2241","93.0","92.60","7","44","62","-0.4","6.05","112","147","113","145","292","326","297"
"109",596027,"Dillon Maples","109","100.00","0.286","0.095","0.600","0.381","0.381","0.337","0.240","6","21","83.2","5.0","2635","91.2","90.82","14","35","74","-0.4","5.98","109","151","112","148","295","313","293"
"109",594311,"Jandel Gustave","109","100.00","0.278","0.056","0.313","0.333","0.390","0.339","0.193","5","18","82.7","27.4","2373","91.4","90.50","8","47","62","-0.9","5.68","105","143","106","145","275","300","281"
"107",466948,"Jean Machi","107","100.00","0.269","0.154","0.273","0.423","0.340","0.318","0.239","7","26","81.6","9.1","1715","89.0","86.88","11","48","55","-2.1","5.30","107","149","98","146","292","314","294"
"106",627500,"Jen-Ho Tseng","106","100.00","0.227","0.318","0.231","0.545","0.352","0.368","0.266","5","22","91.3","19.8","2020","87.2","86.72","12","47","57","-0.5","6.03","113","151","112","149","297","320","301"
"106",514981,"Diego Moreno","106","100.00","0.261","0.217","0.313","0.478","0.358","0.318","0.238","6","23","83.7","19.8","2281","90.9","90.07","13","53","52","-0.8","5.92","120","155","119","144","293","326","295"
"106",542194,"Christian Bethancourt","106","100.00","0.353","0.353","0.357","0.706","0.526","0.511","0.336","6","17","81.8","19.0","2052","92.6","92.48","5","44","62","-0.1","6.30","106","149","117","143","302","322","305"
"105",594577,"Mike Mayers","105","100.00","0.421","0.526","0.375","0.947","0.544","0.543","0.375","8","19","83.1","24.1","2154","90.0","89.17","10","52","49","-0.8","5.80","115","145","113","146","293","315","303"
"105",622382,"Gabriel Moya","105","100.00","0.208","0.250","0.176","0.458","0.312","0.352","0.258","5","24","75.9","12.0","1780","85.9","85.82","13","54","51","-0.1","6.26","110","150","119","146","289","313","282"
"105",605333,"Jack Leathersich","105","100.00","0.235","0.118","0.333","0.353","0.340","0.333","0.167","4","17","85.2","27.8","2270","89.8","89.43","12","34","71","-0.4","6.25","110","148","111","147","293","314","294"
"104",621094,"Jamie Callahan","104","100.00","0.250","0.107","0.292","0.357","0.268","0.287","0.251","7","28","80.6","2.7","2229","93.4","93.37","16","59","44","0.0","6.33","111","149","110","147","281","303","283"
