"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"701",594835,"Marco Gonzales","701","100.00","0.343","0.198","0.383","0.541","0.399","0.348","0.291","59","172","82.0","13.6","2229","87.3","86.85","71","323","377","-0.4","6.06","106","151","112","148","298","319","293"
"689",543779,"Kevin Siegrist","689","100.00","0.264","0.182","0.337","0.446","0.354","0.324","0.245","39","148","82.3","21.8","2080","87.0","87.00","75","284","396","0.0","6.37","112","147","111","145","291","316","294"
"685",493157,"Koji Uehara","685","100.00","0.232","0.165","0.287","0.396","0.294","0.318","0.252","38","164","80.2","25.6","2149","84.3","82.81","118","367","304","-1.5","5.48","114","151","108","149","296","320","297"
"672",448609,"Tony Sipp","672","100.00","0.247","0.260","0.280","0.507","0.352","0.303","0.220","36","146","80.0","16.0","2022","86.1","85.30","90","320","342","-0.8","5.97","110","149","113","149","283","314","290"
"671",450308,"Jered Weaver","671","100.00","0.295","0.329","0.259","0.624","0.408","0.371","0.279","51","173","81.5","14.9","2182","79.7","78.87","58","305","361","-0.8","5.83","103","153","117","142","306","321","300"
"670",501789,"Will Harris","670","100.00","0.218","0.147","0.270","0.365","0.267","0.243","0.201","37","170","81.7","16.2","2543","88.4","88.55","93","313","354","0.1","6.31","109","150","113","149","289","314","289"
"661",656547,"Jonathan Holder","661","100.00","0.283","0.157","0.351","0.440","0.335","0.308","0.249","45","159","81.9","19.7","2514","85.9","85.54","87","329","324","-0.4","6.09","107","151","111","144","300","322","286"
"660",621385,"Daniel Stumpf","660","100.00","0.266","0.158","0.305","0.424","0.332","0.303","0.225","37","139","80.7","19.0","2338","90.2","89.11","54","291","361","-1.1","5.68","108","149","110","147","297","325","293"
"656",435400,"Jason Motte","656","100.00","0.199","0.184","0.200","0.383","0.305","0.335","0.238","28","141","80.1","17.9","2185","90.1","89.44","57","300","346","-0.7","5.88","107","148","111","149","298","317","287"
"655",621381,"Matt Strahm","655","100.00","0.236","0.181","0.286","0.417","0.343","0.311","0.202","30","127","80.5","19.3","2387","90.0","89.28","72","283","359","-0.7","5.85","112","152","109","144","298","322","299"
"654",592815,"Sam Tuivailala","654","100.00","0.223","0.121","0.261","0.344","0.277","0.307","0.249","35","157","81.6","14.1","2278","90.8","89.97","68","296","344","-0.8","5.82","115","148","111","147","292","316","296"
"652",570810,"Lisalverto Bonilla","652","100.00","0.292","0.257","0.309","0.549","0.395","0.352","0.257","42","144","81.0","9.3","1924","87.1","86.88","80","307","338","-0.2","6.23","114","149","110","147","294","306","285"
"651",543964,"Tony Zych","651","100.00","0.208","0.083","0.257","0.292","0.286","0.305","0.223","30","144","80.3","13.5","2233","89.0","88.21","68","288","346","-0.8","5.93","108","151","109","148","294","315","292"
"650",596043,"Daniel Mengden","650","100.00","0.229","0.153","0.242","0.382","0.280","0.323","0.260","36","157","84.8","18.2","2094","86.5","86.75","61","284","366","0.3","6.41","111","151","113","149","294","326","297"
"645",571882,"Derek Law","645","100.00","0.304","0.169","0.364","0.473","0.361","0.328","0.256","45","148","82.0","13.9","2106","86.9","86.76","69","272","363","-0.1","6.20","111","147","110","146","297","318","296"
"644",643230,"Steven Brault","644","100.00","0.287","0.147","0.322","0.434","0.343","0.329","0.264","41","143","79.8","19.3","2058","89.5","90.11","56","300","335","0.6","6.67","108","151","111","147","298","317","294"
"641",519166,"Neil Ramirez","641","100.00","0.273","0.180","0.358","0.453","0.361","0.290","0.184","35","128","79.5","27.4","2316","87.6","87.46","83","281","356","-0.1","6.23","116","149","113","147","291","314","297"
"635",545363,"Jacob Turner","635","100.00","0.281","0.235","0.287","0.516","0.370","0.395","0.312","43","153","82.7","15.4","2082","91.4","91.87","43","292","333","0.5","6.52","110","150","112","148","298","311","294"
"630",657610,"Trevor Hildenberger","630","100.00","0.241","0.139","0.306","0.380","0.289","0.258","0.220","38","158","81.9","4.5","1828","82.8","82.19","77","296","323","-0.6","5.98","107","149","114","147","290","316","291"
"624",570666,"Luis Cessa","624","100.00","0.257","0.221","0.282","0.479","0.360","0.361","0.262","36","140","82.2","16.2","2225","89.5","88.26","72","278","341","-1.2","5.53","107","151","112","145","297","320","288"
"620",593423,"Frankie Montas","620","100.00","0.302","0.264","0.349","0.566","0.418","0.376","0.259","39","129","83.9","23.3","2403","94.1","92.40","77","282","333","-1.7","5.41","110","150","114","146","295","326","296"
"618",605309,"Keone Kela","618","100.00","0.135","0.105","0.179","0.241","0.225","0.257","0.162","18","133","81.6","27.2","2290","90.8","91.02","75","261","352","0.2","6.45","107","148","111","147","297","328","296"
"618",572831,"Josh Edgin","618","100.00","0.273","0.126","0.319","0.399","0.347","0.319","0.235","39","143","81.8","12.7","2158","86.7","86.46","63","280","326","-0.2","6.09","115","150","113","147","288","311","300"
"616",453344,"Brandon Morrow","616","100.00","0.194","0.019","0.282","0.213","0.211","0.240","0.201","31","160","82.9","18.7","2363","94.9","94.75","106","350","261","-0.1","6.20","110","152","111","146","299","323","296"
"613",592717,"Aaron Sanchez","613","100.00","0.288","0.171","0.310","0.459","0.369","0.361","0.271","42","146","84.9","11.8","2388","92.0","91.63","40","250","362","-0.4","6.24","108","152","112","146","295","321","295"
"612",519443,"Brandon Workman","612","100.00","0.252","0.224","0.288","0.476","0.333","0.302","0.225","37","147","82.6","16.7","2123","88.5","89.28","69","285","321","0.8","6.71","111","151","117","145","283","327","291"
"612",424144,"Oliver Perez","612","100.00","0.254","0.183","0.333","0.437","0.337","0.316","0.227","32","126","81.8","27.0","2129","87.1","86.42","67","270","328","-0.7","5.95","112","151","114","147","291","310","291"
"609",570240,"Felix Pena","609","100.00","0.259","0.252","0.300","0.511","0.373","0.332","0.219","35","135","80.9","21.3","2279","90.1","90.17","81","284","317","0.1","6.31","116","152","113","149","291","314","297"
"607",605195,"Kyle Crick","607","100.00","0.191","0.104","0.235","0.296","0.274","0.269","0.186","22","115","77.5","21.1","2450","92.5","92.03","74","296","308","-0.5","6.00","109","148","112","147","294","313","296"
"601",444520,"Craig Breslow","601","100.00","0.297","0.167","0.322","0.464","0.354","0.379","0.296","41","138","83.1","18.9","1976","85.3","83.54","36","256","334","-1.8","5.33","106","147","116","145","287","309","290"
"598",582494,"Robby Scott","598","100.00","0.179","0.211","0.172","0.390","0.287","0.295","0.210","22","123","78.2","21.9","2175","83.4","82.91","69","270","316","-0.5","6.20","111","149","115","145","282","324","289"
"597",543278,"Blaine Hardy","597","100.00","0.331","0.216","0.361","0.547","0.393","0.372","0.285","46","139","84.0","22.0","2114","84.8","84.27","66","270","322","-0.5","6.04","108","151","112","147","297","327","292"
"595",501563,"Simon Castro","595","100.00","0.235","0.213","0.263","0.449","0.330","0.349","0.258","32","136","82.3","21.2","2244","91.2","91.77","47","260","332","0.6","6.64","111","147","116","147","294","321","296"
"594",573589,"Michael Ynoa","594","100.00","0.246","0.211","0.276","0.456","0.374","0.355","0.232","28","114","82.2","20.8","2269","88.9","89.17","55","248","341","0.3","6.53","110","150","110","146","294","310","291"
"593",592779,"Brock Stewart","593","100.00","0.226","0.121","0.261","0.347","0.304","0.276","0.195","28","124","78.2","20.5","2276","89.8","89.23","69","284","298","-0.6","6.07","113","152","113","147","297","321","295"
"591",502154,"Zach Britton","591","100.00","0.277","0.057","0.339","0.333","0.314","0.292","0.241","39","141","83.4","-3.2","2128","95.4","94.15","74","267","317","-1.2","5.55","105","150","109","144","298","321","291"
"590",595001,"Josh Smith","590","100.00","0.259","0.215","0.296","0.474","0.346","0.341","0.262","35","135","82.2","13.5","2416","87.5","87.37","47","256","327","-0.1","6.15","110","146","112","146","293","321","294"
"583",608032,"Carlos Estevez","583","100.00","0.293","0.120","0.364","0.414","0.345","0.330","0.273","39","133","83.0","18.5","2254","94.7","94.56","67","272","298","-0.1","6.11","109","150","115","145","303","322","302"
"581",502046,"Jeff Locke","581","100.00","0.311","0.178","0.355","0.489","0.374","0.357","0.281","42","135","83.7","11.4","1802","86.1","85.32","48","261","313","-0.8","5.72","106","153","109","149","295","320","294"
"580",620982,"Ricardo Pinto","580","100.00","0.317","0.236","0.344","0.553","0.396","0.339","0.254","39","123","81.4","15.5","1922","91.9","91.27","58","272","302","-0.6","6.01","107","148","109","146","290","316","287"
"564",542953,"Buddy Boshers","564","100.00","0.268","0.210","0.286","0.478","0.341","0.336","0.263","37","138","82.4","15.4","2032","85.5","83.77","64","264","294","-1.7","5.26","105","147","115","144","288","310","290"
"558",544150,"Albert Suarez","558","100.00","0.230","0.172","0.282","0.402","0.305","0.301","0.235","28","122","79.7","13.5","2290","86.4","86.06","68","241","306","-0.3","6.11","110","147","111","146","293","313","298"
"557",605538,"Matt Wisler","557","100.00","0.323","0.263","0.349","0.586","0.403","0.371","0.274","43","133","82.7","18.3","2318","87.4","86.33","56","262","291","-1.1","5.61","110","148","113","149","299","316","286"
"556",622217,"Chris O'Grady","556","100.00","0.268","0.187","0.322","0.455","0.353","0.352","0.258","33","123","81.1","18.3","2090","83.2","82.58","49","229","318","-0.6","6.03","105","150","107","148","294","327","302"
"554",571948,"Hoby Milner","554","100.00","0.259","0.112","0.301","0.371","0.328","0.306","0.226","30","116","76.2","12.2","1944","85.2","85.38","55","235","299","0.2","6.62","109","150","110","147","286","314","287"
"549",471822,"Jumbo Diaz","549","100.00","0.271","0.186","0.318","0.458","0.347","0.302","0.218","32","118","80.7","20.9","2298","91.7","91.82","68","266","275","0.1","6.37","114","149","115","146","296","326","294"
"541",432934,"Chris Young","541","100.00","0.353","0.226","0.385","0.579","0.430","0.352","0.269","47","133","81.0","21.8","2307","84.1","83.68","68","264","269","-0.4","5.97","115","151","113","145","300","325","302"
"540",593679,"Gabriel Ynoa","540","100.00","0.289","0.193","0.321","0.481","0.345","0.353","0.267","39","135","84.4","17.9","2145","89.9","88.44","55","258","281","-1.5","5.46","107","154","117","147","299","322","298"
"539",571951,"Bryan Mitchell","539","100.00","0.302","0.115","0.333","0.417","0.348","0.375","0.319","42","139","85.2","4.9","2437","91.0","90.56","40","239","294","-0.4","6.20","107","151","113","145","301","322","287"
"536",572403,"Drew VerHagen","536","100.00","0.311","0.304","0.317","0.615","0.407","0.358","0.282","42","135","83.7","10.1","2224","89.1","88.86","51","240","289","-0.2","6.15","108","152","112","145","302","330","293"
"529",600944,"David Paulino","529","100.00","0.300","0.275","0.359","0.575","0.385","0.331","0.255","36","120","83.9","21.5","2314","85.9","85.68","61","236","290","-0.2","6.23","108","148","117","150","285","315","296"
"523",596071,"Dillon Peters","523","100.00","0.271","0.119","0.330","0.390","0.349","0.335","0.246","32","118","83.8","4.4","2283","85.8","84.45","56","226","287","-1.4","5.53","105","151","107","148","298","320","302"
"522",606959,"Rookie Davis","522","100.00","0.365","0.279","0.397","0.644","0.449","0.335","0.267","38","104","78.2","12.4","2045","89.6","90.15","48","220","299","0.5","6.66","112","145","107","146","298","302","272"
"519",519240,"Marc Rzepczynski","519","100.00","0.252","0.087","0.307","0.339","0.324","0.295","0.217","29","115","82.8","-0.4","2169","89.5","88.33","58","218","280","-1.2","5.65","107","154","107","148","288","315","297"
"517",518875,"Shawn Kelley","517","100.00","0.266","0.358","0.236","0.624","0.403","0.377","0.258","29","109","83.3","24.2","2312","87.7","87.90","80","275","236","0.2","6.36","112","151","115","149","293","309","290"
"517",594992,"Kevin Shackelford","517","100.00","0.254","0.169","0.320","0.424","0.337","0.259","0.187","30","118","81.1","12.7","2540","91.9","90.80","86","268","244","-1.1","5.68","119","153","117","148","299","307","288"
"512",502202,"Brad Boxberger","512","100.00","0.215","0.159","0.297","0.374","0.291","0.258","0.176","23","107","78.5","20.3","2079","88.8","87.63","71","228","269","-1.2","5.58","119","150","115","145","298","325","298"
"511",607473,"Chasen Bradford","511","100.00","0.233","0.124","0.270","0.357","0.293","0.294","0.231","30","129","80.0","9.0","2325","88.6","88.51","69","266","241","-0.1","6.18","112","150","111","149","286","310","293"
"511",570257,"Joely Rodriguez","511","100.00","0.325","0.184","0.359","0.509","0.404","0.321","0.246","37","114","82.2","7.6","2031","90.7","89.49","44","224","267","-1.2","5.78","109","152","110","148","289","310","291"
"510",534812,"Kevin Quackenbush","510","100.00","0.299","0.178","0.338","0.477","0.381","0.326","0.231","32","107","82.0","15.3","2031","86.0","84.93","43","217","292","-1.1","5.61","108","149","118","147","300","319","299"
"504",519263,"A.J. Schugel","504","100.00","0.258","0.133","0.308","0.392","0.319","0.303","0.227","31","120","81.5","12.2","2047","86.9","85.42","44","227","268","-1.5","5.45","110","152","112","148","298","315","296"
"503",641427,"Alan Busenitz","503","100.00","0.206","0.150","0.212","0.355","0.264","0.290","0.222","22","107","82.0","17.1","2575","92.1","90.69","42","244","257","-1.4","5.56","106","148","113","147","292","313","289"
"502",453343,"Mark Melancon","502","100.00","0.301","0.154","0.374","0.455","0.346","0.288","0.251","37","123","79.6","9.6","2590","88.7","88.35","53","230","268","-0.3","6.16","110","147","107","147","293","314","294"
"501",491624,"Cesar Valdez","501","100.00","0.320","0.289","0.340","0.609","0.419","0.402","0.313","41","128","85.5","7.7","2054","84.7","83.93","60","249","248","-0.8","5.85","110","152","115","146","295","324","294"
"501",592340,"Erik Goeddel","501","100.00","0.257","0.294","0.290","0.550","0.365","0.307","0.216","28","109","81.5","17.7","1839","87.0","87.01","80","241","256","0.0","6.29","115","150","112","148","288","310","296"
"497",592169,"Austin Brice","497","100.00","0.264","0.176","0.287","0.440","0.326","0.315","0.251","33","125","81.9","11.7","2251","90.0","88.53","59","243","250","-1.5","5.51","115","149","111","147","296","306","280"
"493",612672,"Wei-Yin Chen","493","100.00","0.207","0.140","0.234","0.347","0.270","0.277","0.218","25","121","79.7","21.9","1989","86.9","86.23","47","242","249","-0.7","6.02","107","153","110","146","294","319","298"
"491",640463,"Braden Shipley","491","100.00","0.301","0.252","0.317","0.553","0.397","0.346","0.261","31","103","83.3","17.6","2058","88.4","87.44","40","204","278","-1.0","5.75","109","148","113","147","298","323","301"
"485",543054,"Jarred Cosart","485","100.00","0.283","0.065","0.338","0.348","0.353","0.337","0.244","26","92","82.9","11.7","2122","88.3","88.78","39","196","285","0.5","6.52","104","150","115","144","300","317","298"
"481",502593,"Jake Petricka","481","100.00","0.342","0.228","0.398","0.570","0.405","0.322","0.276","39","114","83.7","11.0","2070","92.2","93.59","40","221","259","1.4","7.07","108","150","112","145","291","306","292"
"479",545332,"Jake Barrett","479","100.00","0.260","0.240","0.274","0.500","0.363","0.364","0.264","27","104","82.1","14.8","2177","92.9","91.82","58","213","256","-1.1","5.71","109","152","114","146","302","325","297"
"478",592127,"Johnny Barbato","478","100.00","0.227","0.182","0.253","0.409","0.336","0.341","0.243","25","110","83.5","20.3","2088","88.8","87.40","55","227","247","-1.4","5.53","109","150","115","150","303","321","300"
"473",446099,"John Axford","473","100.00","0.310","0.149","0.369","0.460","0.388","0.340","0.246","27","87","80.2","10.6","2211","91.9","92.16","38","190","279","0.3","6.46","109","148","112","146","294","325","295"
"471",547874,"Hisashi Iwakuma","471","100.00","0.237","0.246","0.220","0.482","0.346","0.372","0.262","27","114","83.7","17.7","2002","81.4","81.14","41","213","254","-0.3","6.02","110","156","107","149","291","318","297"
"469",595345,"Steven Okert","469","100.00","0.242","0.182","0.276","0.424","0.321","0.335","0.248","24","99","81.5","21.9","2410","88.5","87.70","51","225","226","-0.8","5.95","110","147","108","146","292","315","297"
"467",621237,"Jose Alvarado","467","100.00","0.216","0.081","0.280","0.297","0.253","0.258","0.201","24","111","79.6","9.1","2201","95.3","95.62","53","207","253","0.3","6.43","115","148","114","145","295","324","294"
"463",592789,"Noah Syndergaard","463","100.00","0.246","0.059","0.341","0.305","0.253","0.260","0.233","29","118","81.9","6.7","2059","94.1","93.71","68","228","228","-0.4","6.21","114","151","112","145","285","309","293"
"458",608328,"Chase De Jong","458","100.00","0.282","0.200","0.280","0.482","0.360","0.342","0.263","31","110","84.4","23.2","2203","86.3","84.97","27","197","261","-1.3","5.66","106","156","106","150","291","316","296"
"455",572728,"Michael Brady","455","100.00","0.270","0.287","0.280","0.557","0.368","0.333","0.255","33","122","82.2","19.8","2179","87.8","86.20","49","238","203","-1.6","5.23","111","147","117","146","294","318","293"
"453",452666,"Tom Wilhelmsen","453","100.00","0.253","0.172","0.266","0.424","0.334","0.385","0.283","25","99","84.5","10.6","2244","89.9","88.99","34","195","256","-0.9","5.70","109","153","115","150","302","321","303"
"452",598271,"Brian Johnson","452","100.00","0.283","0.204","0.310","0.487","0.353","0.365","0.281","32","113","82.8","21.0","2177","82.2","82.12","37","217","229","-0.1","6.29","108","150","113","149","276","322","291"
"448",593417,"Raul Alcantara","448","100.00","0.239","0.239","0.224","0.478","0.354","0.360","0.269","22","92","83.1","14.5","1993","92.0","92.42","37","203","238","0.4","6.51","110","149","116","148","295","327","298"
"439",519301,"Sammy Solis","439","100.00","0.222","0.172","0.269","0.394","0.313","0.291","0.207","22","99","81.7","14.4","2294","88.8","89.16","42","172","267","0.4","6.65","109","149","112","147","294","311","293"
"438",502179,"Paolo Espino","438","100.00","0.242","0.295","0.235","0.537","0.367","0.372","0.259","23","95","81.3","14.5","2216","83.4","83.25","36","181","251","-0.1","6.27","111","153","114","152","295","314","289"
"437",408061,"Francisco Rodriguez","437","100.00","0.292","0.349","0.297","0.642","0.421","0.349","0.238","31","106","84.6","19.5","2005","85.7","85.58","44","178","254","-0.1","6.29","109","152","108","146","298","328","295"
"435",554374,"Ariel Hernandez","435","100.00","0.165","0.247","0.157","0.412","0.330","0.337","0.197","14","85","80.7","15.2","2328","94.5","92.97","56","174","259","-1.5","5.42","119","149","115","147","301","307","286"
"432",627894,"Luiz Gohara","432","100.00","0.283","0.186","0.375","0.469","0.340","0.284","0.218","32","113","83.1","16.9","2166","91.5","90.70","61","224","206","-0.8","5.90","102","148","111","149","303","314","281"
"430",542888,"Shawn Armstrong","430","100.00","0.237","0.186","0.250","0.423","0.324","0.335","0.251","23","97","81.5","23.7","2444","91.4","92.13","50","227","202","0.7","6.65","108","150","112","148","286","311","292"
"427",572070,"Garrett Richards","427","100.00","0.180","0.080","0.236","0.260","0.222","0.273","0.221","18","100","80.6","7.0","2745","92.2","91.39","56","204","222","-0.8","5.83","113","149","112","148","303","322","296"
"427",608334,"Carson Fulmer","427","100.00","0.188","0.141","0.194","0.329","0.290","0.322","0.214","16","85","80.9","24.9","2293","90.0","89.56","41","207","217","-0.4","6.05","109","150","113","148","287","305","295"
"426",592773,"Ryne Stanek","426","100.00","0.317","0.268","0.417","0.585","0.419","0.334","0.230","26","82","82.1","22.8","2227","95.2","94.16","69","198","225","-1.0","5.85","115","151","118","146","298","326","298"
"426",608331,"Max Fried","426","100.00","0.286","0.152","0.338","0.438","0.363","0.352","0.268","30","105","82.2","4.5","2133","86.7","87.08","39","174","244","0.4","6.38","104","148","111","148","300","315","286"
"424",500610,"Deolis Guerra","424","100.00","0.217","0.207","0.239","0.424","0.317","0.316","0.206","20","92","81.8","21.4","2036","85.9","86.56","66","204","220","0.7","6.73","110","151","110","148","304","323","298"
"422",607455,"Anthony Banda","422","100.00","0.255","0.176","0.329","0.431","0.338","0.306","0.228","26","102","81.0","17.7","2123","89.9","88.97","49","186","227","-0.9","5.78","109","151","113","146","303","327","297"
"422",596720,"Dovydas Neverauskas","422","100.00","0.253","0.179","0.270","0.432","0.324","0.341","0.277","24","95","82.1","13.7","2396","92.8","93.01","33","190","229","0.2","6.43","113","149","113","149","298","317","296"
"422",594795,"Grant Dayton","422","100.00","0.221","0.221","0.219","0.442","0.318","0.296","0.202","19","86","81.5","30.0","2261","88.8","88.40","47","203","215","-0.4","6.20","112","152","113","145","295","320","293"
"420",544727,"Jeurys Familia","420","100.00","0.231","0.066","0.299","0.297","0.291","0.300","0.235","21","91","77.9","3.5","2167","94.3","93.27","46","190","219","-1.0","5.84","110","149","108","144","289","303","289"
"417",605541,"Mike Wright","417","100.00","0.265","0.235","0.318","0.500","0.355","0.332","0.260","26","98","81.3","14.8","2175","90.6","90.06","47","191","223","-0.5","5.99","108","153","117","146","301","320","293"
"416",628711,"Julio Urias","416","100.00","0.271","0.118","0.301","0.388","0.341","0.347","0.275","23","85","78.4","16.2","2354","87.7","86.49","43","192","217","-1.2","5.50","110","152","106","144","299","323","296"
"415",571760,"Andrew Heaney","415","100.00","0.300","0.444","0.294","0.744","0.448","0.406","0.287","27","90","83.5","20.0","2328","87.9","87.01","60","194","221","-0.9","5.80","112","148","111","148","309","324","295"
"414",623451,"Jackson Stephens","414","100.00","0.209","0.231","0.203","0.440","0.314","0.332","0.243","19","91","79.0","17.7","2307","88.7","87.35","39","197","211","-1.3","5.55","118","151","114","148","303","309","286"
"407",641729,"Joe Jimenez","407","100.00","0.356","0.218","0.403","0.575","0.429","0.390","0.303","31","87","83.1","19.8","2337","91.9","92.52","52","199","206","0.6","6.76","107","148","113","143","296","328","292"
"397",543859,"Michael Tonkin","397","100.00","0.265","0.277","0.296","0.542","0.384","0.333","0.220","22","83","81.6","19.2","2330","90.7","90.65","54","196","200","-0.1","6.42","111","149","116","147","290","315","286"
"396",543652,"Tyler Pill","396","100.00","0.268","0.195","0.292","0.463","0.343","0.337","0.269","22","82","80.6","9.3","2172","85.2","84.63","34","170","217","-0.6","5.91","118","148","115","145","291","310","295"
"390",571521,"Rex Brothers","390","100.00","0.250","0.174","0.357","0.424","0.339","0.305","0.213","23","92","80.9","16.8","2201","93.1","92.03","64","190","184","-1.1","5.75","106","147","111","147","296","312","289"
"387",571946,"Shelby Miller","387","100.00","0.230","0.115","0.288","0.345","0.303","0.288","0.217","20","87","81.3","17.5","2321","90.5","91.07","39","174","212","0.6","6.66","112","155","112","150","298","317","304"
"387",607215,"Eric Skoglund","387","100.00","0.375","0.200","0.431","0.575","0.442","0.348","0.280","30","80","83.2","17.5","2208","88.2","88.78","27","186","201","0.6","6.52","109","152","111","143","298","317","299"
"385",453214,"Steven Wright","385","100.00","0.377","0.358","0.365","0.736","0.479","0.401","0.310","40","106","84.9","16.4","1795","73.8","72.65","27","182","198","-1.2","5.68","112","153","114","149","278","322","291"
"383",644428,"Troy Scribner","383","100.00","0.195","0.299","0.161","0.494","0.335","0.354","0.245","17","87","84.7","28.3","2049","83.1","82.92","41","163","216","-0.2","6.13","117","153","111","150","304","323","302"
"382",584171,"Hector Velazquez","382","100.00","0.236","0.180","0.258","0.416","0.308","0.316","0.242","21","89","82.5","15.6","1910","87.2","87.94","33","192","190","0.7","6.62","110","155","119","149","289","328","290"
"379",592614,"Dillon Overton","379","100.00","0.313","0.260","0.296","0.573","0.384","0.433","0.353","30","96","84.1","19.3","2113","84.6","83.84","38","196","176","-0.8","5.83","109","153","110","147","292","312","293"
"378",607481,"Aaron Bummer","378","100.00","0.178","0.192","0.170","0.370","0.308","0.324","0.216","13","73","81.5","5.9","1956","89.4","88.75","44","151","221","-0.6","5.89","113","153","113","148","292","309","297"
"373",641816,"Tyler Mahle","373","100.00","0.253","0.053","0.311","0.307","0.315","0.319","0.243","19","75","82.2","16.1","2168","89.5","89.33","27","152","210","-0.2","6.25","115","152","111","149","305","311","286"
"368",491646,"Jeanmar Gomez","368","100.00","0.348","0.281","0.393","0.629","0.433","0.366","0.290","31","89","81.2","7.1","1926","88.0","88.40","40","168","193","0.4","6.62","110","149","108","148","291","312","290"
"367",606149,"Giovanny Gallegos","367","100.00","0.263","0.175","0.321","0.438","0.312","0.328","0.265","21","80","81.5","23.8","2262","90.4","88.38","56","194","169","-2.0","5.27","110","153","117","146","297","326","291"
"366",664701,"Ben Taylor","366","100.00","0.282","0.197","0.340","0.479","0.367","0.373","0.262","20","71","84.4","26.7","2030","89.5","90.44","32","173","193","0.9","6.83","113","154","116","149","283","323","294"
"363",457429,"Boone Logan","363","100.00","0.250","0.100","0.360","0.350","0.307","0.290","0.230","20","80","80.3","11.5","2411","88.1","86.47","70","180","182","-1.6","5.30","107","149","111","149","286","313","293"
"360",543746,"Rob Scahill","360","100.00","0.256","0.171","0.254","0.427","0.341","0.374","0.288","21","82","86.0","7.4","2437","91.9","91.26","26","176","165","-0.6","5.94","110","154","117","148","300","313","293"
"360",622161,"Eduardo Paredes","360","100.00","0.259","0.136","0.302","0.395","0.317","0.304","0.243","21","81","82.0","19.3","2272","89.7","87.97","35","175","178","-1.7","5.31","110","149","110","149","300","320","298"
"359",656427,"Jack Flaherty","359","100.00","0.284","0.198","0.322","0.481","0.364","0.325","0.245","23","81","79.4","11.1","2192","88.5","89.49","50","172","181","1.0","6.90","110","145","108","145","287","313","295"
"353",623439,"Ryan Garton","353","100.00","0.220","0.195","0.222","0.415","0.291","0.329","0.269","18","82","81.4","20.7","2170","89.3","89.07","42","173","180","-0.2","6.18","113","152","114","148","293","321","295"
"349",611093,"Silvino Bracho","349","100.00","0.225","0.213","0.260","0.438","0.314","0.299","0.207","18","80","81.3","22.1","2309","88.7","87.67","51","179","170","-1.0","5.61","109","155","118","148","302","325","300"
"348",573046,"Mike Morin","348","100.00","0.345","0.190","0.388","0.536","0.388","0.301","0.248","29","84","79.8","16.2","1822","81.9","82.44","48","179","163","0.5","6.55","112","153","110","148","299","325","299"
"345",571616,"Matt Dermody","345","100.00","0.264","0.241","0.254","0.506","0.350","0.298","0.224","23","87","82.6","20.2","2253","89.2","88.67","41","163","176","-0.5","6.07","107","152","114","148","296","322","296"
"345",592761,"Caleb Smith","345","100.00","0.280","0.213","0.315","0.493","0.369","0.373","0.277","21","75","80.7","22.8","2150","88.5","86.94","49","166","175","-1.6","5.57","109","149","113","143","298","318","290"
"341",642003,"Cody Reed","341","100.00","0.183","0.217","0.200","0.400","0.353","0.353","0.208","11","60","80.1","6.7","2239","90.7","89.70","46","138","193","-1.0","5.84","114","148","111","146","295","300","278"
"341",642231,"Jimmy Yacabonis","341","100.00","0.247","0.123","0.242","0.370","0.325","0.351","0.243","18","73","82.6","14.6","2283","92.4","91.46","20","137","199","-0.9","5.79","107","150","116","145","301","325","298"
"340",641835,"Tim Mayza","340","100.00","0.320","0.200","0.467","0.520","0.377","0.307","0.266","24","75","84.3","17.6","2171","90.0","90.19","58","168","172","0.2","6.51","112","152","115","149","293","317","295"
"336",541652,"Bruce Rondon","336","100.00","0.328","0.141","0.476","0.469","0.392","0.329","0.256","21","64","80.8","14.4","2165","91.8","91.79","42","153","174","0.0","6.33","108","151","111","146","299","328","290"
"335",518567,"Josh Collmenter","335","100.00","0.372","0.333","0.407","0.705","0.457","0.352","0.260","29","78","82.3","20.2","1889","80.2","78.91","34","147","178","-1.3","5.46","106","147","112","147","299","319","285"
"330",595234,"Justin Haley","330","100.00","0.301","0.219","0.333","0.521","0.376","0.398","0.343","22","73","82.3","22.4","1887","86.4","86.64","23","155","174","0.2","6.66","106","149","116","146","286","313","287"
"328",457768,"Bryan Morris","328","100.00","0.304","0.101","0.359","0.405","0.342","0.347","0.275","24","79","84.3","11.1","2129","90.5","90.98","42","158","159","0.5","6.45","110","145","109","145","295","316","294"
"325",462515,"Miguel Socolovich","325","100.00","0.338","0.288","0.365","0.625","0.422","0.391","0.303","27","80","83.3","22.1","1876","86.8","86.10","33","146","176","-0.7","5.87","114","147","112","145","293","314","291"
"324",543867,"Nik Turley","324","100.00","0.395","0.329","0.417","0.724","0.483","0.449","0.345","30","76","83.2","13.4","2621","88.2","88.00","23","139","179","-0.2","6.23","105","146","111","144","289","310","286"
"324",594056,"Reymin Guduan","324","100.00","0.338","0.127","0.426","0.465","0.400","0.389","0.309","24","71","83.1","9.5","2369","92.0","92.02","34","146","177","0.0","6.32","106","145","115","146","285","312","293"
